,index,machine_id,site_session_id,domain_id,ref_domain_name,pages_viewed,duration,event_date,event_time,tran_flg,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
344,4217895,81979080,4308112445366,1549148620406576784,,1.0,1,01/04/2011,18:26:21,,,,,,,99,4,3,5,7,0,1,1,0,95037,getleanspa.com
345,4217897,81979080,4308112576438,1549148620406576784,channelnews9today.com,1.0,1,01/04/2011,16:18:35,,,,,,,99,4,3,5,7,0,1,1,0,95037,getleanspa.com
346,4230690,81987233,4314514591669,10133794716842256287,health8news.com,1.0,1,01/03/2011,17:51:12,,,,,,,99,4,2,8,4,1,1,1,0,93662,dlxm.net
347,4243307,82053907,4280056811447,8087271933502976839,,1.0,1,01/05/2011,17:53:21,,,,,,,99,3,1,7,1,0,1,1,0,28034,dermatalskincare.com
348,4244214,82057168,4314058788802,10093940193322575519,,2.0,0,01/16/2011,15:31:44,,,,,,,99,2,3,8,2,1,1,1,0,67214,bigdeal.com
349,4244259,82057168,4317308194741,10093940193322575519,,2.0,0,01/03/2011,22:53:35,,,,,,,99,2,3,8,2,1,1,1,0,67214,bigdeal.com
350,4244526,82057497,4188731019215,10093940193322575519,,2.0,1,01/29/2011,17:21:02,,,,,,,99,3,2,4,4,1,2,1,0,34116,bigdeal.com
351,4249540,82064137,4228300279760,10093940193322575519,,2.0,0,01/30/2011,1:58:42,,,,,,,99,4,4,6,6,0,1,1,0,91786,bigdeal.com
352,4249541,82064137,4228300410832,11385444773187580308,,2.0,0,01/30/2011,1:58:39,,,,,,,99,4,4,6,6,0,1,1,0,91786,wikkit.org
353,4284116,82142175,4377437540284,10403549969693689745,news11today.net,5.0,13,01/10/2011,17:15:50,,,,,,,99,2,5,7,1,1,1,1,0,46992,home-online-jobs.org
354,4290332,82146493,4236626366416,10093940193322575519,google.com,2.0,1,01/30/2011,3:09:13,,,,,,,99,4,4,7,6,1,1,1,0,94521,bigdeal.com
355,4315176,82221355,4328536608706,10093940193322575519,google.com,2.0,0,01/16/2011,18:19:12,,,,,,,99,3,2,8,5,1,1,1,0,27504,bigdeal.com
356,4363650,82272458,4469425835966,10093940193322575519,,3.0,0,01/12/2011,23:53:17,,,,,,,99,1,2,7,1,1,1,0,0,2818,bigdeal.com
357,4377770,82279943,4303353548753,6212936584531552900,,3.0,1,01/31/2011,13:16:25,,,,,,,99,1,6,8,1,1,2,1,0,19139,homecashflowsolution.com
358,4387350,82283019,4342319550390,8087271933502976839,weeklyinform.com,1.0,1,01/04/2011,17:46:41,,,,,,,99,4,5,3,3,1,1,1,0,82401,dermatalskincare.com
359,4420254,82334038,4195286781881,8087271933502976839,,1.0,1,01/07/2011,0:04:36,,,,,,,99,2,4,6,1,1,1,1,0,67576,dermatalskincare.com
360,4434656,82374668,4354897088438,10403549969693689745,,4.0,8,01/04/2011,0:00:34,,,,,,,99,4,6,10,7,1,1,1,0,91306,home-online-jobs.org
361,4434657,82374668,4358463885237,10403549969693689745,,8.0,22,01/03/2011,23:31:56,,,,,,,99,4,6,10,7,1,1,1,0,91306,home-online-jobs.org
362,4452393,82381931,4477621243839,10093940193322575519,,2.0,0,01/13/2011,6:35:45,,,,,,,99,3,2,2,1,1,1,1,0,37185,bigdeal.com
363,4468686,82389222,4319790108603,10403549969693689745,,1.0,1,01/09/2011,21:12:34,,,,,,,99,3,4,7,1,1,2,1,0,23504,home-online-jobs.org
364,4468688,82389222,4319790370747,10403549969693689745,,2.0,0,01/09/2011,17:40:13,,,,,,,99,3,4,7,1,1,2,1,0,23504,home-online-jobs.org
365,4468689,82389222,4319790501819,10403549969693689745,,1.0,1,01/09/2011,17:38:13,,,,,,,99,3,4,7,1,1,2,1,0,23504,home-online-jobs.org
366,4502578,82433852,4361674559433,2749123530820720401,online8report.com,2.0,2,01/23/2011,18:20:29,,,,,,,99,1,1,10,7,0,2,1,0,12498,fibradetox.com
367,4517658,82471821,4369029140405,7721247640741137834,,2.0,0,01/03/2011,1:33:12,,,,,,,99,3,3,9,4,1,2,1,1,33311,homebizstartupkit.com
368,4528924,82474904,4303665762232,10403549969693689745,,3.0,2,01/06/2011,4:54:24,,,,,,,99,2,5,7,5,1,1,1,0,47725,home-online-jobs.org
369,4551401,82480994,4261160816570,10093940193322575519,,2.0,0,01/08/2011,23:16:47,,,,,,,99,1,2,9,7,0,5,1,0,19444,bigdeal.com
370,4569784,82485814,3661831606195,1549148620406576784,,7.0,7,01/01/2011,21:06:09,,,,,,,99,3,4,5,5,1,5,1,1,77486,getleanspa.com
371,4580239,82496955,4451779743692,10093940193322575519,,2.0,0,01/26/2011,4:08:12,,,,,,,99,4,3,5,5,1,1,1,0,96097,bigdeal.com
372,4580240,82496955,4451779874764,11385444773187580308,,2.0,0,01/26/2011,4:08:02,,,,,,,99,4,3,5,5,1,1,1,0,96097,wikkit.org
373,4596708,82500447,4493292343231,10093940193322575519,google.com,3.0,0,01/13/2011,0:37:15,,,,,,,99,2,2,11,5,0,1,1,0,53575,bigdeal.com
374,4617770,82503914,4266893512634,7405390425689258389,consumer-work-journal.com,1.0,1,01/08/2011,19:43:13,,,,,,,99,3,2,5,3,1,2,1,0,23703,trackingspot.info
375,4617778,82503914,4378136547253,1549148620406576784,consumertipsonline.net,2.0,2,01/03/2011,20:36:27,,,,,,,99,3,2,5,3,1,2,1,0,23703,getleanspa.com
376,4618994,82504253,4461468520394,4138040089195024334,news1daily.com,1.0,1,01/24/2011,20:30:54,,,,,,,99,4,3,9,4,1,2,1,0,80239,msicourse.com
377,4644666,82566969,4458268397501,1549148620406576784,consumertipsdaily7.com,2.0,2,01/11/2011,16:13:08,,,,,,,99,4,6,11,5,1,1,1,0,85541,getleanspa.com
378,4645054,82567334,4374621196233,4138040089195024334,,1.0,1,01/23/2011,23:16:20,,,,,,,99,1,5,8,7,1,2,1,0,11236,msicourse.com
379,4650267,82569151,4348639973313,11385444773187580308,channel9newsreport.com,1.0,1,01/15/2011,22:06:50,,,,,,,99,4,2,2,5,0,1,1,0,98036,wikkit.org
380,4659028,82571215,4417803194304,10093940193322575519,facebook.com,3.0,1,01/14/2011,1:23:37,,,,,,,99,1,2,10,6,1,1,1,0,2828,bigdeal.com
381,4685772,82617380,4348746338231,8087271933502976839,,1.0,1,01/05/2011,20:39:41,,,,,,,99,1,2,6,4,1,2,1,0,2472,dermatalskincare.com
382,4716782,82640650,4111091961780,6212936584531552900,,1.0,1,01/02/2011,8:31:59,,,,,,,99,3,3,9,7,0,1,1,1,70065,homecashflowsolution.com
383,4737486,82658642,4478753640396,10093940193322575519,facebook.com,2.0,0,01/26/2011,19:52:02,,,,,,,99,3,6,3,1,1,2,0,0,39563,bigdeal.com
384,4738178,82658643,4611561885635,8087271933502976839,alittleblog.info,1.0,1,01/17/2011,4:49:10,,,,,,,99,2,3,9,5,0,1,1,0,55117,dermatalskincare.com
385,4787643,82733815,4270420332495,10093940193322575519,,1.0,1,01/29/2011,16:45:59,,,,,,,99,1,5,10,1,1,3,1,0,15146,bigdeal.com
386,4787644,82733815,4270420398031,10093940193322575519,,1.0,1,01/29/2011,16:45:47,,,,,,,99,1,5,10,1,1,3,1,0,15146,bigdeal.com
387,4787645,82733815,4270420529103,11385444773187580308,doubleclick.net,2.0,0,01/29/2011,16:45:44,,,,,,,99,1,5,10,1,1,3,1,0,15146,wikkit.org
388,4792122,82735913,4456303038413,10403549969693689745,,1.0,1,01/27/2011,5:56:26,,,,,,,99,1,2,3,5,1,2,1,0,11717,home-online-jobs.org
389,4792123,82735913,4456303103949,10403549969693689745,newsdaily7.com,10.0,55,01/27/2011,4:06:43,,,,,,,99,1,2,3,5,1,2,1,0,11717,home-online-jobs.org
390,4805897,82773288,4364906991569,6212936584531552900,,1.0,1,01/31/2011,14:31:06,,,,,,,99,3,4,4,4,1,1,1,0,36268,homecashflowsolution.com
391,4825541,82781316,4371440340936,12143374545845515600,,2.0,1,01/22/2011,23:31:43,,,,,,,99,4,2,4,5,1,5,1,0,89123,sobelabsdirect.com
392,4846110,82786084,4375895805879,10133794716842256287,health8news.com,2.0,0,01/05/2011,18:28:14,,,,,,,99,2,3,7,6,1,1,1,0,63010,dlxm.net
393,4846384,82786084,4493362925501,10133794716842256287,health8news.com,1.0,1,01/11/2011,21:04:15,,,,,,,99,2,3,7,6,1,1,1,0,63010,dlxm.net
394,4888131,82830750,4419206778805,1354232705423967177,newsinsider6.com,4.0,11,01/03/2011,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,theinstantwealthbuilder.com
395,4920313,82849158,4382556360631,10133794716842256287,health8news.com,1.0,1,01/05/2011,17:17:21,,,,,,,99,4,4,5,2,1,1,1,0,98663,dlxm.net
396,4933012,82852387,4539609845695,6212936584531552900,new8reports.com,2.0,4,01/13/2011,19:16:14,,,,,,,99,4,4,1,7,1,1,1,0,92694,homecashflowsolution.com
397,4981828,82923591,4382329147323,10093940193322575519,,1.0,1,01/09/2011,2:50:18,,,,,,,99,2,4,10,7,1,1,1,0,49464,bigdeal.com
398,4985566,82925235,4424409026502,6212936584531552900,,4.0,12,01/20/2011,5:39:04,,,,,,,99,4,3,11,3,0,1,1,0,97754,homecashflowsolution.com
399,4997271,82929982,4545057132479,4138040089195024334,,1.0,1,01/13/2011,13:03:21,,,,,,,99,2,6,6,4,1,1,1,0,46226,msicourse.com
400,4999840,82930488,4473847222221,10403549969693689745,yahoo.com,1.0,1,01/27/2011,19:25:24,,,,,,,99,2,6,10,1,1,1,1,1,69361,home-online-jobs.org
401,4999911,82930488,4503692775372,10403549969693689745,webdailyreports.com,3.0,1,01/26/2011,5:26:18,,,,,,,99,2,6,10,1,1,1,1,1,69361,home-online-jobs.org
402,5036078,82965205,4433036906441,10403549969693689745,,3.0,0,01/23/2011,23:34:41,,,,,,,99,1,2,7,7,1,1,1,0,8562,home-online-jobs.org
403,5036084,82965205,4433037496265,10403549969693689745,yahoo.com,1.0,1,01/23/2011,20:17:25,,,,,,,99,1,2,7,7,1,1,1,0,8562,home-online-jobs.org
404,5067551,83048669,4525295603653,10093940193322575519,google.com,3.0,0,01/19/2011,16:38:58,,,,,,,99,1,5,9,3,1,2,1,0,19023,bigdeal.com
405,5073739,83050806,4571784155071,10093940193322575519,tigerdirect.com,4.0,0,01/13/2011,2:44:28,,,,,,,99,1,3,8,7,0,1,1,0,7110,bigdeal.com
406,5074816,83051366,4361581498318,10093940193322575519,google.com,4.0,1,01/28/2011,19:50:06,,,,,,,99,3,3,10,7,1,1,1,0,22182,bigdeal.com
407,5082670,83084767,4453797924790,10093940193322575519,google.com,4.0,1,01/04/2011,1:50:45,,,,,,,99,3,6,6,1,1,2,1,0,70802,bigdeal.com
408,5091957,83094051,4492459708352,10403549969693689745,adsppv.com,5.0,2,01/14/2011,19:32:14,,,,,,,99,4,5,6,5,1,1,1,0,84045,home-online-jobs.org
409,5136023,83178571,4179409047476,4138040089195024334,24hourwealth.com,1.0,1,01/02/2011,11:11:35,,,,,,,99,4,5,2,5,1,5,1,1,85037,msicourse.com
410,5136269,83178571,4427377807287,10403549969693689745,nynewsandreports.com,27.0,76,01/05/2011,4:39:17,,,,,,,99,4,5,2,5,1,5,1,1,85037,home-online-jobs.org
411,5136519,83178571,4464293973942,10403549969693689745,nynewsandreports.com,5.0,2,01/04/2011,8:28:05,,,,,,,99,4,5,2,5,1,5,1,1,85037,home-online-jobs.org
412,5136710,83178571,4515008417724,10403549969693689745,yahoo.com,3.0,0,01/10/2011,12:31:19,,,,,,,99,4,5,2,5,1,5,1,1,85037,home-online-jobs.org
413,5137769,83178794,4499394465728,10403549969693689745,,1.0,1,01/14/2011,22:46:58,,,,,,,99,1,2,7,5,1,1,1,0,18015,home-online-jobs.org
414,5165684,83197868,4401291202488,10133794716842256287,health8news.com,3.0,3,01/06/2011,16:41:18,,,,,,,99,1,1,4,4,0,5,0,1,11355,dlxm.net
415,5171954,83199800,4468474974134,12143374545845515600,,2.0,4,01/04/2011,17:03:28,,,,,,,99,2,4,6,5,0,1,1,0,45015,sobelabsdirect.com
416,5181459,83203674,4403006279608,10403549969693689745,,2.0,0,01/06/2011,4:23:49,,,,,,,99,3,2,9,5,1,1,1,0,77084,home-online-jobs.org
417,5181583,83203674,4432571535287,10403549969693689745,,1.0,1,01/05/2011,18:05:57,,,,,,,99,3,2,9,5,1,1,1,0,77084,home-online-jobs.org
418,5185784,83204602,4435812749249,10093940193322575519,,2.0,0,01/15/2011,16:09:28,,,,,,,99,3,5,11,1,1,2,1,0,70114,bigdeal.com
419,5219768,83269987,4436364955575,10403549969693689745,,1.0,1,01/05/2011,18:48:16,,,,,,,99,3,2,7,4,0,1,1,0,32826,home-online-jobs.org
420,5220679,83270230,4439246966721,6212936584531552900,new8reports.com,1.0,1,01/15/2011,4:21:49,,,,,,,99,3,4,10,5,1,2,1,0,26105,homecashflowsolution.com
421,5223555,83271857,4407250128824,4138040089195024334,ivaninsiderblog.com,1.0,1,01/06/2011,22:15:27,,,,,,,99,4,4,9,6,0,1,1,0,94538,msicourse.com
422,5254831,83318029,4317077901241,4138040089195024334,,1.0,1,01/07/2011,1:09:19,,,,,,,99,3,6,5,1,1,2,1,0,27292,msicourse.com
423,5278328,83372861,4487543459782,4138040089195024334,,1.0,0,01/20/2011,2:50:37,,,,,,,99,3,4,3,3,1,1,1,0,36330,msicourse.com
424,5282368,83376315,4475206832071,10093940193322575519,adblade.com,2.0,0,01/21/2011,12:05:01,,,,,,,99,3,5,11,4,1,1,1,0,23707,bigdeal.com
425,5284134,83377874,4499154603957,12143374545845515600,,1.0,0,01/03/2011,7:02:23,,,,,,,99,4,6,6,6,1,1,1,0,91740,sobelabsdirect.com
426,5320104,83447980,4501555449798,479443933691733349,lifestyleherald.com,6.0,6,01/20/2011,13:48:55,,,,,,,99,3,3,9,6,1,1,1,0,31419,trytadalafil.com
427,5321880,83449606,4506789023670,4138040089195024334,ivaninsiderblog.com,1.0,1,01/04/2011,18:04:25,,,,,,,99,3,4,6,2,1,2,1,0,70065,msicourse.com
428,5342580,83456983,4460906942408,10403549969693689745,wilkes.net,4.0,0,01/22/2011,19:13:49,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org
429,5342694,83456983,4504088809414,10403549969693689745,wilkes.net,3.0,0,01/20/2011,15:43:25,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org
430,5342966,83456983,4628289818564,10403549969693689745,,17.0,23,01/18/2011,16:29:05,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org
431,5342969,83456983,4628290015172,10403549969693689745,la-sentinel.com,5.0,3,01/18/2011,14:40:47,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org
432,5347118,83459713,4472536567735,6212936584531552900,lifestyleherald.com,1.0,1,01/05/2011,3:12:08,,,,,,,99,3,3,7,3,1,3,1,1,31206,homecashflowsolution.com
433,5350503,83517133,4500275269570,10093940193322575519,google.com,2.0,0,01/16/2011,18:17:25,,,,,,,99,2,3,9,5,1,1,1,0,65010,bigdeal.com
434,5357297,83520151,4405173358544,10093940193322575519,ebay.com,24.0,21,01/30/2011,3:25:35,,,,,,,99,2,4,6,1,1,1,1,0,46225,bigdeal.com
435,5367140,83524038,4512150654902,479443933691733349,new6reports.com,2.0,2,01/04/2011,4:36:34,,,,,,,99,3,4,8,2,1,1,1,0,97404,trytadalafil.com
436,5367141,83524038,4512150720438,1549148620406576784,new6reports.com,2.0,2,01/04/2011,4:36:05,,,,,,,99,3,4,8,2,1,1,1,0,97404,getleanspa.com
437,5386572,83541653,4585530593221,1549148620406576784,,1.0,1,01/19/2011,19:26:27,,,,,,,99,1,2,11,6,1,1,1,0,15102,getleanspa.com
438,5395576,83544608,4467658592200,10403549969693689745,,9.0,17,01/22/2011,22:12:53,,,,,,,99,3,2,8,2,0,1,1,0,23452,home-online-jobs.org
439,5396212,83544642,4595507859402,6212936584531552900,new8reports.com,3.0,1,01/24/2011,16:37:22,,,,,,,99,3,4,10,3,1,2,1,0,36606,homecashflowsolution.com
440,5418040,83551073,4449993822136,14325437869847223981,online8report.com,6.0,32,01/06/2011,15:56:10,,,,,,,99,3,1,8,1,0,2,1,0,30815,eprofits.com
441,5418507,83551322,4403645255610,1549148620406576784,,2.0,0,01/08/2011,21:10:23,,,,,,,99,3,1,6,2,0,1,1,0,29483,getleanspa.com
442,5429361,83555181,4451265744824,10093940193322575519,google.com,2.0,0,01/06/2011,3:56:59,,,,,,,99,1,1,4,5,0,2,1,0,11412,bigdeal.com
443,5439328,83559704,4414406660048,12143374545845515600,weeklyinform.com,5.0,24,01/30/2011,20:56:19,,,,,,,99,1,6,9,7,1,5,1,1,6511,sobelabsdirect.com
444,5439540,83559704,4500229394375,8087271933502976839,live9.org,2.0,2,01/21/2011,22:15:04,,,,,,,99,1,6,9,7,1,5,1,1,6511,dermatalskincare.com
445,5439623,83559704,4520713719734,8087271933502976839,,2.0,3,01/04/2011,21:56:52,,,,,,,99,1,6,9,7,1,5,1,1,6511,dermatalskincare.com
446,5456366,83603304,4484969402305,4138040089195024334,,1.0,1,01/15/2011,17:55:41,,,,,,,99,3,3,7,4,1,1,1,1,29349,msicourse.com
447,5460254,83606909,4418199359440,10093940193322575519,,2.0,0,01/30/2011,6:21:09,,,,,,,99,3,2,10,7,1,2,1,0,32303,bigdeal.com
448,5462587,83610403,4477593653192,10093940193322575519,,2.0,0,01/22/2011,9:23:58,,,,,,,99,4,2,5,5,1,5,1,0,93907,bigdeal.com
449,5471245,83614826,3790027820979,10093940193322575519,doubleclick.net,3.0,0,01/01/2011,20:02:53,,,,,,,99,3,3,3,1,1,1,1,0,42728,bigdeal.com
450,5487434,83626657,4651047653311,16279463642511419670,online6health.com,10.0,5,01/13/2011,23:23:29,,,,,,,99,3,6,9,1,1,2,1,0,33127,southbeachjava.com
451,5500652,83717609,4492971020219,8087271933502976839,weeklyinform.com,2.0,0,01/09/2011,21:10:16,,,,,,,99,99,3,8,4,1,1,1,0,99999,dermatalskincare.com
452,5500653,83717609,4492971085755,12143374545845515600,weeklyinform.com,2.0,0,01/09/2011,21:09:24,,,,,,,99,99,3,8,4,1,1,1,0,99999,sobelabsdirect.com
453,5525558,83738685,3805547335603,8087271933502976839,weeklyinform.com,2.0,2,01/01/2011,18:13:07,,,,,,,99,2,2,11,2,0,1,1,0,65714,dermatalskincare.com
454,5530765,83742214,4494428016593,10403549969693689745,news11today.net,3.0,1,01/31/2011,21:55:00,,,,,,,99,4,5,11,5,1,1,1,0,91203,home-online-jobs.org
455,5548894,83752397,4385953681337,1549148620406576784,,7.0,2,01/07/2011,12:21:33,,,,,,,99,3,3,9,7,0,1,1,0,74804,getleanspa.com
456,5549064,83752397,4630348632010,6212936584531552900,,2.0,21,01/24/2011,14:03:27,,,,,,,99,3,3,9,7,0,1,1,0,74804,homecashflowsolution.com
457,5554010,83754826,4553394884534,10093940193322575519,,2.0,0,01/04/2011,2:23:01,,,,,,,99,4,1,11,7,0,3,1,0,85284,bigdeal.com
458,5565217,83761968,4504305340360,12143374545845515600,itstimetotrack.com,1.0,1,01/22/2011,20:50:00,,,,,,,99,2,6,4,5,1,5,1,1,67062,sobelabsdirect.com
459,5566232,83762394,4440815046586,10403549969693689745,bestmoneymakerspro.com,3.0,1,01/08/2011,0:26:33,,,,,,,99,3,3,11,1,1,1,1,0,34653,home-online-jobs.org
460,5589094,83877341,4503479128017,6212936584531552900,,1.0,1,01/31/2011,20:38:32,,,,,,,99,1,3,7,5,1,1,1,0,12047,homecashflowsolution.com
461,5589105,83877341,4503479914449,6212936584531552900,,1.0,1,01/31/2011,20:02:15,,,,,,,99,1,3,7,5,1,1,1,0,12047,homecashflowsolution.com
462,5610064,83887239,4611774287804,4138040089195024334,,1.0,0,01/10/2011,11:19:06,,,,,,,99,1,2,11,3,1,1,1,0,1038,msicourse.com
463,5621316,83927743,4652659838923,4138040089195024334,,1.0,0,01/25/2011,5:09:39,,,,,,,99,2,2,3,4,1,1,1,0,60609,msicourse.com
464,5633775,83933533,4775929712579,10093940193322575519,,2.0,0,01/17/2011,0:50:48,,,,,,,99,3,3,3,5,1,1,1,0,76013,bigdeal.com
465,5647745,83938450,4644355903434,10093940193322575519,,2.0,0,01/24/2011,2:49:25,,,,,,,99,4,2,9,6,1,1,1,0,85345,bigdeal.com
466,5648797,83938680,4636952629196,10093940193322575519,doubleclick.net,4.0,0,01/26/2011,3:42:18,,,,,,,99,4,2,5,5,1,5,1,0,95688,bigdeal.com
467,5654538,83941073,4515390164936,6212936584531552900,,5.0,28,01/22/2011,19:01:55,,,,,,,99,3,2,2,1,0,2,1,0,75243,homecashflowsolution.com
468,5677734,83949903,4533022429111,4138040089195024334,ivaninsiderblog.com,1.0,1,01/05/2011,2:07:27,,,,,,,99,3,5,6,6,1,2,1,0,30294,msicourse.com
469,5710830,84001273,4469990690766,13583168867183700419,mediajmp.com,1.0,0,01/28/2011,6:17:12,,,,,,,99,2,5,8,4,0,2,1,0,54501,bizzopheaven.com
470,5717671,84005139,4577077039030,10403549969693689745,news9today.org,4.0,0,01/04/2011,20:16:55,,,,,,,99,1,4,4,5,1,2,1,0,3031,home-online-jobs.org
471,5720698,84007006,4693454294975,6212936584531552900,new8reports.com,2.0,2,01/13/2011,1:50:20,,,,,,,99,1,5,4,3,1,1,1,0,2857,homecashflowsolution.com
472,5721267,84007241,4577932939190,8087271933502976839,,1.0,1,01/04/2011,22:18:20,,,,,,,99,1,3,6,4,1,1,1,0,19141,dermatalskincare.com
473,5739009,84022826,4568623026121,6212936584531552900,,2.0,0,01/23/2011,18:36:32,,,,,,,99,3,1,3,5,0,2,1,0,30088,homecashflowsolution.com
474,5779153,84164789,4604862468022,10133794716842256287,health8news.com,1.0,1,01/04/2011,17:14:25,,,,,,,99,3,3,7,3,0,1,1,0,30260,dlxm.net
475,5871840,84327859,3863089713075,479443933691733349,,2.0,0,01/01/2011,18:43:35,,,,,,,99,1,5,1,5,1,2,1,0,15235,trytadalafil.com
476,5880878,84331673,4828387479491,13583168867183700419,,3.0,3,01/17/2011,18:14:46,,,,,,,99,3,6,11,4,1,2,1,0,70084,bizzopheaven.com
477,5880888,84331673,4828388462531,10403549969693689745,workathome.com,6.0,15,01/17/2011,17:42:48,,,,,,,99,3,6,11,4,1,2,1,0,70084,home-online-jobs.org
478,5887618,84334477,4590139674567,4138040089195024334,,1.0,1,01/21/2011,0:55:26,,,,,,,99,3,2,7,6,0,1,1,0,77346,msicourse.com
479,5889430,84335402,4590449332167,10403549969693689745,news11today.net,1.0,1,01/21/2011,12:46:49,,,,,,,99,3,3,10,1,1,1,1,0,21239,home-online-jobs.org
480,5891445,84335823,4653968527309,10093940193322575519,facebook.com,4.0,0,01/27/2011,4:41:36,,,,,,,99,2,3,5,1,1,1,1,0,43605,bigdeal.com
481,5891446,84335823,4653968592845,10093940193322575519,google.com,9.0,1,01/27/2011,4:40:12,,,,,,,99,2,3,5,1,1,1,1,0,43605,bigdeal.com
482,5898712,84337442,4751143866302,10093940193322575519,google.com,2.0,0,01/12/2011,20:50:15,,,,,,,99,4,1,6,6,0,1,1,0,95054,bigdeal.com
483,5904522,84340164,4736055054276,10093940193322575519,google.com,4.0,1,01/18/2011,3:14:39,,,,,,,99,4,6,11,5,1,2,1,0,91763,bigdeal.com
484,5916759,84384186,4674546700220,8087271933502976839,,4.0,4,01/10/2011,1:49:33,,,,,,,99,3,6,7,1,1,1,1,0,28345,dermatalskincare.com
485,5916760,84384186,4674546831292,12143374545845515600,weeklyinform.com,1.0,1,01/10/2011,1:48:29,,,,,,,99,3,6,7,1,1,1,1,0,28345,sobelabsdirect.com
486,5920099,84385849,4702606135229,10133794716842256287,health8news.com,1.0,1,01/11/2011,0:28:15,,,,,,,99,2,4,9,6,1,1,1,0,49442,dlxm.net
487,5941893,84436309,4661679558592,8087271933502976839,,1.0,1,01/14/2011,21:36:50,,,,,,,99,4,3,9,7,0,1,1,0,98115,dermatalskincare.com
488,5946727,84441268,4685775376316,12613531823760856495,online8report.com,2.0,2,01/10/2011,14:37:46,,,,,,,99,4,3,7,2,1,2,1,0,91786,getslim-e-z.com
489,5984867,84507159,4620559388615,10403549969693689745,news9today.org,1.0,1,01/21/2011,1:57:07,,,,,,,99,3,5,7,6,1,2,1,0,28105,home-online-jobs.org
490,6045338,84614921,4601883267025,10093940193322575519,pch.com,2.0,0,01/31/2011,19:30:25,,,,,,,99,2,6,7,6,1,1,1,0,45239,bigdeal.com
491,6045403,84614921,4674207748021,10093940193322575519,pch.com,4.0,1,01/03/2011,16:10:36,,,,,,,99,2,6,7,6,1,1,1,0,45239,bigdeal.com
492,6049348,84670419,4798093135806,8087271933502976839,,1.0,1,01/12/2011,23:57:07,,,,,,,99,3,3,9,1,1,2,1,0,38478,dermatalskincare.com
493,6084728,84684084,4499632295865,16279463642511419670,,8.0,4,01/07/2011,15:27:11,,,,,,,99,3,2,6,1,1,2,1,1,38127,southbeachjava.com
494,6101225,84725785,4790992179135,1354232705423967177,online8report.com,2.0,0,01/13/2011,23:31:54,,,,,,,99,3,5,1,5,1,5,1,0,22309,theinstantwealthbuilder.com
495,6166409,84796597,4741945167804,10403549969693689745,,2.0,0,01/10/2011,19:27:48,,,,,,,99,3,6,7,1,1,1,1,0,77021,home-online-jobs.org
496,6188396,84841900,4404310249396,8087271933502976839,,1.0,1,01/02/2011,18:08:23,,,,,,,99,3,5,9,4,0,1,1,1,28806,dermatalskincare.com
497,6252936,84873973,4591938834382,10093940193322575519,,2.0,0,01/28/2011,6:22:50,,,,,,,99,3,2,7,4,1,2,1,1,28390,bigdeal.com
498,6279519,84885829,3945142882227,4138040089195024334,,2.0,0,01/01/2011,16:43:12,,,,,,,99,2,6,5,7,1,1,1,0,97006,msicourse.com
499,6292387,84889824,3946498232243,1549148620406576784,,1.0,1,01/01/2011,21:03:06,,,,,,,99,4,3,6,4,1,5,1,1,91340,getleanspa.com
500,6299025,84998954,4666107367355,10403549969693689745,news9today.org,1.0,1,01/09/2011,21:20:45,,,,,,,99,2,5,1,1,1,3,1,0,48933,home-online-jobs.org
501,6314397,85003361,4832308694975,10093940193322575519,google.com,3.0,0,01/13/2011,18:18:45,,,,,,,99,2,1,6,1,0,1,1,0,44103,bigdeal.com
502,6319293,85004928,3948856020915,10133794716842256287,health8news.com,1.0,1,01/01/2011,16:34:57,,,,,,,99,3,3,6,7,1,1,1,0,33860,dlxm.net
503,6363772,85054706,4745563475904,1354232705423967177,newsinsider6.com,2.0,2,01/14/2011,0:37:49,,,,,,,99,3,4,3,1,1,2,1,0,32206,theinstantwealthbuilder.com
504,6374420,85058174,4786069508044,10093940193322575519,facebook.com,2.0,0,01/26/2011,2:35:47,,,,,,,99,1,2,6,6,1,2,1,0,2562,bigdeal.com
505,6378633,85060183,4653414944696,7721247640741137834,,4.0,1,01/06/2011,21:05:27,,,,,,,99,3,2,11,2,0,1,1,0,34231,homebizstartupkit.com
506,6384298,85061864,4656884486097,10403549969693689745,,1.0,1,01/31/2011,16:50:02,,,,,,,99,1,5,6,3,1,1,1,0,11552,home-online-jobs.org
507,6384432,85061864,4687299743671,10403549969693689745,,1.0,1,01/05/2011,22:42:54,,,,,,,99,1,5,6,3,1,1,1,0,11552,home-online-jobs.org
508,6413177,85109492,4752653946816,11385444773187580308,channel9newsreport.com,1.0,1,01/14/2011,22:39:22,,,,,,,99,3,2,4,5,0,2,1,1,76134,wikkit.org
509,6415055,85110906,4940789452739,10093940193322575519,,2.0,0,01/17/2011,15:26:50,,,,,,,99,3,1,9,5,0,3,1,0,71111,bigdeal.com
