,machine_id,site_session_id,domain_id,ref_domain_name,pages_viewed,duration,event_date,event_time,tran_flg,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name,,Non-Product Domain Referrals,
12208554,91659103,5.76382E+12,1.04035E+19,,2,11,1/29/11,6:20:41,,,,,,,99,4,2,9,3,0,1,1,0,97267,home-online-jobs.org,,,
12225615,91702047,6.23062E+12,6.21294E+18,online8report.com,2,2,1/12/11,0:30:47,,,,,,,99,3,5,4,3,1,2,1,0,29047,homecashflowsolution.com,,,
12250329,91705297,5.92507E+12,1.00939E+19,tigerdirect.com,8,2,1/22/11,4:17:56,,,,,,,99,1,2,6,5,1,1,1,0,7307,bigdeal.com,,,
12260984,91706749,6.10229E+12,1.04035E+19,,4,29,1/19/11,15:05:21,,,,,,,99,3,2,3,5,1,2,1,0,32808,home-online-jobs.org,,,
12281606,91710768,6.08858E+12,1.66737E+19,,1,0,1/24/11,5:47:17,,,,,,,99,3,3,5,3,1,1,1,0,40353,new8reports.com,,,
12281605,91710768,6.08858E+12,6.21294E+18,,1,1,1/24/11,5:47:33,,,,,,,99,3,3,5,3,1,1,1,0,40353,homecashflowsolution.com,,,
12289269,91711937,6.08951E+12,1.04035E+19,,4,9,1/24/11,22:08:33,,,,,,,99,3,4,1,3,1,2,1,0,27405,home-online-jobs.org,,,
12325993,91716449,5.98601E+12,1.00939E+19,swagbucks.com,4,2,1/23/11,7:13:37,,,,,,,99,3,2,8,1,1,3,1,0,28211,bigdeal.com,,,
12344666,91720072,5.84536E+12,4.13804E+18,,2,11,1/30/11,13:35:42,,,,,,,99,1,4,6,4,1,2,1,0,14619,msicourse.com,,,
12375441,91726529,6.08667E+12,1.13854E+19,,3,0,1/26/11,0:21:53,,,,,,,99,3,5,7,4,1,2,1,0,27587,wikkit.org,,,
12375440,91726529,6.08667E+12,1.00939E+19,,4,1,1/26/11,0:22:03,,,,,,,99,3,5,7,4,1,2,1,0,27587,bigdeal.com,,,
12375441,91726529,6.08667E+12,1.13854E+19,,3,0,1/26/11,0:21:53,,,,,,,99,3,5,7,4,1,2,1,0,27587,wikkit.org,,,
12388080,91728885,6.03905E+12,1.75912E+19,google.com,2,11,1/27/11,12:17:21,,,,,,,99,1,5,8,3,1,2,1,0,19464,google.com,,,
12388084,91728885,6.03905E+12,1.13854E+19,google.com,2,0,1/27/11,12:17:27,,,,,,,99,1,5,8,3,1,2,1,0,19464,wikkit.org,,,
12388083,91728885,6.03905E+12,1.00939E+19,wikkit.org,3,3,1/27/11,12:17:28,,,,,,,99,1,5,8,3,1,2,1,0,19464,bigdeal.com,,,
12388080,91728885,6.03905E+12,1.75912E+19,google.com,2,11,1/27/11,12:17:21,,,,,,,99,1,5,8,3,1,2,1,0,19464,google.com,,,
12388084,91728885,6.03905E+12,1.13854E+19,google.com,2,0,1/27/11,12:17:27,,,,,,,99,1,5,8,3,1,2,1,0,19464,wikkit.org,,,
12397847,91730353,6.10301E+12,1.47028E+19,adsonar.com,1,1,1/5/11,0:47:09,,,,,,,99,3,2,11,5,0,1,1,0,70471,onlinecareerjournal.com,,,
12397846,91730353,6.10301E+12,4.13804E+18,onlinecareerjournal.com,2,1,1/5/11,0:47:12,,,,,,,99,3,2,11,5,0,1,1,0,70471,msicourse.com,,,
12448777,91739891,5.9805E+12,1.33102E+18,,1,1,1/8/11,14:33:28,,,,,,,99,1,3,9,6,0,2,1,0,11428,health8news.com,,,
12448776,91739891,5.9805E+12,1.01338E+19,health8news.com,1,1,1/8/11,14:33:30,,,,,,,99,1,3,9,6,0,2,1,0,11428,dlxm.net,,,
12448783,91739891,5.9805E+12,1.33102E+18,,1,1,1/8/11,12:05:17,,,,,,,99,1,3,9,6,0,2,1,0,11428,health8news.com,,,
12448782,91739891,5.9805E+12,1.01338E+19,health8news.com,1,1,1/8/11,12:05:21,,,,,,,99,1,3,9,6,0,2,1,0,11428,dlxm.net,,,
12456293,91741759,6.06685E+12,7.40539E+18,consumerstrickweekly.com,1,1,1/6/11,17:10:36,,,,,,,99,4,5,8,7,1,1,1,0,96073,trackingspot.info,,,
12456672,91741791,5.92695E+12,1.00939E+19,buzzle.com,7,1,1/31/11,13:25:47,,,,,,,99,3,1,2,4,0,2,1,1,73507,bigdeal.com,,,
12460924,91742697,5.95245E+12,8.08727E+18,live9.org,2,1,1/22/11,23:56:14,,,,,,,99,3,4,8,4,1,1,1,0,74728,dermatalskincare.com,,,
12556701,91911181,6.10696E+12,1.25885E+19,,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,safechekpoint.net,,,
12556702,91911181,6.10696E+12,1.57392E+19,24reports.com,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,securesslcenter.com,,,
12556699,91911181,6.10696E+12,1.62795E+19,,1,0,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,southbeachjava.com,,,
12556700,91911181,6.10696E+12,1.48337E+19,southbeachjava.com,1,1,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,sobejava.net,,,
12556701,91911181,6.10696E+12,1.25885E+19,,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,safechekpoint.net,,,
12556702,91911181,6.10696E+12,1.57392E+19,24reports.com,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,securesslcenter.com,,,
12556699,91911181,6.10696E+12,1.62795E+19,,1,0,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,southbeachjava.com,,,
12556700,91911181,6.10696E+12,1.48337E+19,southbeachjava.com,1,1,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,sobejava.net,,,
12556701,91911181,6.10696E+12,1.25885E+19,,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,safechekpoint.net,,,
12556702,91911181,6.10696E+12,1.57392E+19,24reports.com,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,securesslcenter.com,,,
12556699,91911181,6.10696E+12,1.62795E+19,,1,0,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,southbeachjava.com,,,
12556700,91911181,6.10696E+12,1.48337E+19,southbeachjava.com,1,1,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,sobejava.net,,,
12556701,91911181,6.10696E+12,1.25885E+19,,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,safechekpoint.net,,,
12556702,91911181,6.10696E+12,1.57392E+19,24reports.com,1,1,1/26/11,21:38:53,,,,,,,99,1,3,10,6,1,1,1,0,2145,securesslcenter.com,,,
12556699,91911181,6.10696E+12,1.62795E+19,,1,0,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,southbeachjava.com,,,
12556700,91911181,6.10696E+12,1.48337E+19,southbeachjava.com,1,1,1/26/11,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,sobejava.net,,,
12566750,91914648,6.0138E+12,1.66737E+19,,1,0,1/23/11,14:22:39,,,,,,,99,4,5,9,5,1,1,1,0,85533,new8reports.com,,,
12566749,91914648,6.0138E+12,6.21294E+18,,1,1,1/23/11,14:22:55,,,,,,,99,4,5,9,5,1,1,1,0,85533,homecashflowsolution.com,,,
12586144,91919278,6.33797E+12,3.58429E+17,,1,1,1/17/11,10:40:48,,,,,,,99,2,2,9,5,1,1,1,0,48161,gamevance.net,,,
12586143,91919278,6.33797E+12,4.13804E+18,,1,0,1/17/11,10:41:02,,,,,,,99,2,2,9,5,1,1,1,0,48161,msicourse.com,,,
12585837,91919278,6.14259E+12,1.54915E+18,,6,7,1/19/11,14:55:36,,,,,,,99,2,2,9,5,1,1,1,0,48161,getleanspa.com,,,
12599237,91987074,5.87266E+12,6.21294E+18,,1,1,1/30/11,21:14:54,,,,,,,99,1,2,11,5,0,1,1,0,17701,homecashflowsolution.com,,,
12623670,91990958,6.12963E+12,4.13804E+18,,2,1,1/24/11,15:21:43,,,,,,,99,3,1,4,5,0,2,1,0,28314,msicourse.com,,,
12643008,91995264,6.02253E+12,1.35832E+19,,2,0,1/23/11,19:56:53,,,,,,,99,4,6,5,6,1,1,1,0,46530,bizzopheaven.com,,,
12649779,91996628,6.13546E+12,1.47201E+19,geniusfind.com,1,1,1/5/11,1:52:44,,,,,,,99,3,2,7,6,1,2,1,0,33023,shopcompare.eu,,,
12649778,91996628,6.13546E+12,1.13854E+19,shopcompare.eu,1,0,1/5/11,1:52:45,,,,,,,99,3,2,7,6,1,2,1,0,33023,wikkit.org,,,
12656384,92036271,6.13785E+12,1.12981E+19,,1,1,1/5/11,1:21:53,,,,,,,99,2,6,10,4,1,1,1,0,64682,ivaninsiderblog.com,,,
12656383,92036271,6.13785E+12,4.13804E+18,ivaninsiderblog.com,1,1,1/5/11,1:21:57,,,,,,,99,2,6,10,4,1,1,1,0,64682,msicourse.com,,,
12659294,92036440,5.88118E+12,4.53465E+18,live.com,1,1,1/30/11,18:59:53,,,,,,,99,3,5,2,3,1,5,1,1,73135,twinevine.com,,,
12659286,92036440,5.88118E+12,4.72577E+18,,10,28,1/30/11,18:59:54,,,,,,,99,3,5,2,3,1,5,1,1,73135,hotbar.com,,,
12659293,92036440,5.88118E+12,1.66737E+19,,1,0,1/30/11,18:59:57,,,,,,,99,3,5,2,3,1,5,1,1,73135,new8reports.com,,,
12659292,92036440,5.88118E+12,6.21294E+18,,1,1,1/30/11,19:00:03,,,,,,,99,3,5,2,3,1,5,1,1,73135,homecashflowsolution.com,,,
12667949,92037969,5.87877E+12,9.49547E+18,leanspacai.com,1,1,1/28/11,19:08:32,,,,,,,99,3,2,2,1,0,1,1,0,76205,leanspa.com,,,
12667947,92037969,5.87877E+12,1.54915E+18,leanspacai.com,6,3,1/28/11,19:08:52,,,,,,,99,3,2,2,1,0,1,1,0,76205,getleanspa.com,,,
12680496,92041615,6.15717E+12,1.00939E+19,pronto.com,1,1,1/19/11,0:20:46,,,,,,,99,3,4,1,4,1,1,1,0,30047,bigdeal.com,,,
12715584,92049042,6.35985E+12,1.00939E+19,facebook.com,1,1,1/17/11,0:15:59,,,,,,,99,3,3,6,5,1,1,1,0,23842,bigdeal.com,,,
12716587,92049426,6.2326E+12,1.00939E+19,bing.com,10,3,1/11/11,17:42:20,,,,,,,99,3,2,11,5,1,1,1,0,85737,bigdeal.com,,,
12744109,92054025,6.21928E+12,8.84369E+18,facebook.com,1,1,1/4/11,1:12:55,,,,,,,99,3,1,7,6,0,1,1,0,21239,weeklyinform.com,,,
12744108,92054025,6.21928E+12,8.08727E+18,,1,1,1/4/11,1:13:10,,,,,,,99,3,1,7,6,0,1,1,0,21239,dermatalskincare.com,,,
12767060,92096826,6.16022E+12,6.21294E+18,new8reports.com,5,10,1/25/11,23:36:28,,,,,,,99,2,3,8,6,1,2,1,0,46635,homecashflowsolution.com,,,
12781954,92101556,6.02689E+12,1.04035E+19,newsdaily7.com,7,17,1/21/11,17:02:21,,,,,,,99,4,3,7,1,0,5,1,1,93458,home-online-jobs.org,,,
12790016,92104199,6.25654E+12,1.04035E+19,,4,1,1/3/11,16:01:16,,,,,,,99,3,1,6,5,0,1,1,0,30083,home-online-jobs.org,,,
12789275,92104199,6.16312E+12,1.04035E+19,live.com,1,1,1/5/11,4:32:29,,,,,,,99,3,1,6,5,0,1,1,0,30083,home-online-jobs.org,,,
12794790,92105617,5.97533E+12,4.13804E+18,ivaninsiderblog.com,1,1,1/7/11,6:41:06,,,,,,,99,1,3,6,1,1,2,1,0,10030,msicourse.com,,,
12808434,92108894,5.97469E+12,6.21294E+18,,3,5,1/31/11,19:45:50,,,,,,,99,3,4,3,5,1,2,1,0,36116,homecashflowsolution.com,,,
12816148,92110321,6.10872E+12,1.21434E+19,vanityreports.com,1,1,1/16/11,18:11:22,,,,,,,99,3,2,11,5,0,1,1,0,34241,sobelabsdirect.com,,,
12827934,92114359,6.17137E+12,1.66737E+19,live.com,1,1,1/25/11,17:05:36,,,,,,,99,4,3,10,5,0,1,1,0,33603,new8reports.com,,,
12827933,92114359,6.17137E+12,6.21294E+18,new8reports.com,1,1,1/25/11,17:05:46,,,,,,,99,4,3,10,5,0,1,1,0,33603,homecashflowsolution.com,,,
12830254,92115864,6.25559E+12,1.54915E+18,consumertipsonline.net,4,4,1/11/11,11:48:30,,,,,,,99,3,2,8,1,1,1,1,0,39702,getleanspa.com,,,
12832210,92116147,6.12725E+12,8.39872E+18,,1,1,1/6/11,0:42:00,,,,,,,99,4,3,7,6,1,5,1,0,98373,lynxtrack.com,,,
12832207,92116147,6.12725E+12,1.00939E+19,,2,1,1/6/11,0:42:14,,,,,,,99,4,3,7,6,1,5,1,0,98373,bigdeal.com,,,
12845897,92185852,6.25612E+12,6.21294E+18,,1,1,1/18/11,0:14:10,,,,,,,99,2,1,6,3,0,1,1,0,61104,homecashflowsolution.com,,,
12876819,92204882,6.17639E+12,1.04035E+19,,4,2,1/26/11,19:02:29,,,,,,,99,3,3,3,5,1,2,1,0,29621,home-online-jobs.org,,,
12904290,92253813,6.02265E+12,3.20001E+18,,1,0,1/31/11,6:27:37,,,,,,,99,1,4,9,3,1,2,1,0,19139,botrack.com,,,
12904288,92253813,6.02265E+12,6.21294E+18,,2,0,1/31/11,6:27:39,,,,,,,99,1,4,9,3,1,2,1,0,19139,homecashflowsolution.com,,,
12914881,92259675,6.09461E+12,8.08727E+18,weeklyinform.com,1,1,1/8/11,2:17:10,,,,,,,99,3,5,11,5,1,1,1,0,72712,dermatalskincare.com,,,
12928450,92265589,6.17056E+12,6.21294E+18,new8reports.com,4,1,1/9/11,16:50:30,,,,,,,99,2,2,11,5,0,1,1,0,49065,homecashflowsolution.com,,,
12928455,92265589,6.17056E+12,6.21294E+18,,1,1,1/9/11,15:53:56,,,,,,,99,2,2,11,5,0,1,1,0,49065,homecashflowsolution.com,,,
12928460,92265589,6.17056E+12,1.66737E+19,,4,0,1/9/11,15:45:30,,,,,,,99,2,2,11,5,0,1,1,0,49065,new8reports.com,,,
12928461,92265589,6.17056E+12,3.20001E+18,new8reports.com,3,0,1/9/11,15:45:33,,,,,,,99,2,2,11,5,0,1,1,0,49065,botrack.com,,,
12928462,92265589,6.17056E+12,6.21294E+18,new8reports.com,1,1,1/9/11,15:45:38,,,,,,,99,2,2,11,5,0,1,1,0,49065,homecashflowsolution.com,,,
12934041,92268169,6.24669E+12,8.64865E+18,google.com,2,0,1/19/11,15:32:25,,,,,,,99,3,4,3,5,1,2,1,0,32054,deaauctions.com,,,
12934040,92268169,6.24669E+12,8.39872E+18,,1,1,1/19/11,15:32:38,,,,,,,99,3,4,3,5,1,2,1,0,32054,lynxtrack.com,,,
12934039,92268169,6.24669E+12,1.00939E+19,,2,0,1/19/11,15:32:41,,,,,,,99,3,4,3,5,1,2,1,0,32054,bigdeal.com,,,
12939601,92269283,6.11688E+12,1.04035E+19,newsdaily7.com,2,0,1/23/11,19:48:31,,,,,,,99,2,5,9,3,1,1,1,0,46803,home-online-jobs.org,,,
12960014,92279081,6.24594E+12,1.00939E+19,google.com,2,0,1/25/11,0:40:42,,,,,,,99,3,5,4,5,1,5,1,0,79915,bigdeal.com,,,
12962072,92279900,6.25558E+12,1.54915E+18,,1,1,1/5/11,21:49:23,,,,,,,99,1,4,7,3,1,1,1,0,13697,getleanspa.com,,,
12962097,92279900,6.25558E+12,1.54915E+18,,1,1,1/5/11,19:08:38,,,,,,,99,1,4,7,3,1,1,1,0,13697,getleanspa.com,,,
12985445,92327287,6.25161E+12,1.54915E+18,,8,7,1/14/11,15:17:58,,,,,,,99,3,6,6,3,1,2,1,1,79415,getleanspa.com,,,
12989085,92327819,6.27494E+12,4.79444E+17,,2,3,1/19/11,12:33:27,,,,,,,99,3,4,1,3,1,3,1,0,27910,trytadalafil.com,,,
12992105,92328529,6.25268E+12,1.04035E+19,yahoo.com,2,0,1/14/11,13:41:53,,,,,,,99,3,1,10,3,0,1,1,0,32935,home-online-jobs.org,,,
12996915,92330568,6.06721E+12,1.48421E+19,,1,1,1/31/11,18:34:04,,,,,,,99,3,4,4,1,1,2,1,0,75235,chan7reports.com,,,
12996914,92330568,6.06721E+12,4.13804E+18,,1,0,1/31/11,18:34:11,,,,,,,99,3,4,4,1,1,2,1,0,75235,msicourse.com,,,
13001898,92332008,6.27507E+12,1.00939E+19,conduit.com,11,4,1/5/11,1:01:10,,,,,,,99,4,4,1,3,1,5,1,1,85607,bigdeal.com,,,
13025093,92338488,6.26539E+12,6.21294E+18,,1,1,1/24/11,18:35:09,,,,,,,99,3,3,10,4,0,1,1,0,28625,homecashflowsolution.com,,,
13038227,92340595,6.33974E+12,1.00939E+19,google.com,4,0,1/10/11,14:13:05,,,,,,,99,3,3,5,4,1,5,1,1,35085,bigdeal.com,,,
13055595,92345743,5.97576E+12,1.04035E+19,facebook.com,6,11,1/2/11,1:27:12,,,,,,,99,3,4,8,5,1,1,1,1,35128,home-online-jobs.org,,,
13061911,92346989,6.2037E+12,6.21294E+18,new8reports.com,4,5,1/27/11,12:40:42,,,,,,,99,3,1,7,5,0,1,1,0,30157,homecashflowsolution.com,,,
13063773,92347567,5.94021E+12,1.00939E+19,google.com,2,0,1/29/11,19:19:28,,,,,,,99,1,1,8,7,0,1,1,0,8822,bigdeal.com,,,
13064923,92347858,6.38662E+12,1.04035E+19,,4,6,1/3/11,18:04:44,,,,,,,99,1,1,9,7,0,2,1,0,11030,home-online-jobs.org,,,
13064757,92347858,6.22131E+12,1.04035E+19,,3,2,1/9/11,21:02:57,,,,,,,99,1,1,9,7,0,2,1,0,11030,home-online-jobs.org,,,
13064715,92347858,6.22055E+12,1.35832E+19,,2,1,1/16/11,1:27:44,,,,,,,99,1,1,9,7,0,2,1,0,11030,bizzopheaven.com,,,
13074658,92350051,6.29402E+12,1.04035E+19,webdailyreports.com,5,5,1/19/11,1:12:43,,,,,,,99,2,2,4,4,1,1,1,0,43812,home-online-jobs.org,,,
13075682,92350183,6.20624E+12,1.04035E+19,,10,4,1/27/11,20:40:07,,,,,,,99,1,4,6,4,1,1,1,0,4005,home-online-jobs.org,,,
13089783,92389597,6.29666E+12,1.54915E+18,lifestyleherald.com,3,2,1/19/11,18:51:45,,,,,,,99,3,5,10,5,0,2,1,0,72015,getleanspa.com,,,
13091302,92389917,6.18064E+12,8.39872E+18,,1,1,1/20/11,23:25:02,,,,,,,99,3,5,8,5,1,2,1,0,30274,lynxtrack.com,,,
13091301,92389917,6.18064E+12,1.00939E+19,,2,0,1/20/11,23:25:08,,,,,,,99,3,5,8,5,1,2,1,0,30274,bigdeal.com,,,
13119246,92396999,6.23398E+12,8.29503E+18,google.com,1,1,1/9/11,3:32:44,,,,,,,99,3,4,2,4,0,1,1,0,37725,nexxisnyc.com,,,
13119245,92396999,6.23398E+12,1.00939E+19,google.com,2,0,1/9/11,3:33:04,,,,,,,99,3,4,2,4,0,1,1,0,37725,bigdeal.com,,,
13152950,92403316,6.24096E+12,8.39872E+18,,1,1,1/9/11,17:52:07,,,,,,,99,3,4,10,2,1,2,1,0,33311,lynxtrack.com,,,
13152949,92403316,6.24096E+12,1.00939E+19,,2,0,1/9/11,17:52:09,,,,,,,99,3,4,10,2,1,2,1,0,33311,bigdeal.com,,,
13154780,92403852,6.24134E+12,1.54915E+18,consumertipsonline.net,2,3,1/9/11,16:44:05,,,,,,,99,4,2,4,1,1,1,1,0,91764,getleanspa.com,,,
13154631,92403852,6.15722E+12,2.74912E+18,,5,18,1/21/11,17:23:25,,,,,,,99,4,2,4,1,1,1,1,0,91764,fibradetox.com,,,
13154636,92403852,6.15722E+12,2.74912E+18,,1,1,1/21/11,16:15:35,,,,,,,99,4,2,4,1,1,1,1,0,91764,fibradetox.com,,,
13166552,92406822,6.41886E+12,1.04035E+19,news11today.net,3,1,1/13/11,20:25:55,,,,,,,99,1,6,7,4,1,2,1,0,7307,home-online-jobs.org,,,
13167192,92406975,6.11628E+12,4.13804E+18,,1,1,1/7/11,14:32:09,,,,,,,99,1,6,2,4,1,2,1,0,19143,msicourse.com,,,
13181492,92410163,6.29562E+12,4.11842E+18,google.com,1,1,1/24/11,1:29:10,,,,,,,99,4,2,6,2,1,2,1,0,89118,shopsofweb.com,,,
13181491,92410163,6.29562E+12,6.32E+18,google.com,1,1,1/24/11,1:29:16,,,,,,,99,4,2,6,2,1,2,1,0,89118,apple.com,,,
13181490,92410163,6.29562E+12,1.00939E+19,google.com,6,2,1/24/11,1:29:24,,,,,,,99,4,2,6,2,1,2,1,0,89118,bigdeal.com,,,
13201778,92414498,6.39012E+12,7.22698E+18,,13,41,1/4/11,0:17:51,,,,,,,99,3,2,6,3,1,2,1,0,29102,zugo.com,,,
13201789,92414498,6.39012E+12,1.46602E+19,ebay.com,6,5,1/4/11,0:17:54,,,,,,,99,3,2,6,3,1,2,1,0,29102,usgovernmentauctions.net,,,
13201792,92414498,6.39012E+12,8.39872E+18,,1,1,1/4/11,0:18:04,,,,,,,99,3,2,6,3,1,2,1,0,29102,lynxtrack.com,,,
13201791,92414498,6.39012E+12,1.00939E+19,,1,1,1/4/11,0:18:05,,,,,,,99,3,2,6,3,1,2,1,0,29102,bigdeal.com,,,
13256314,92428912,6.31283E+12,6.21294E+18,,1,1,1/24/11,19:03:00,,,,,,,99,3,2,9,6,0,2,1,0,37122,homecashflowsolution.com,,,
13256385,92428912,6.31654E+12,1.04035E+19,,8,23,1/25/11,17:30:52,,,,,,,99,3,2,9,6,0,2,1,0,37122,home-online-jobs.org,,,
13256257,92428912,6.29266E+12,6.21294E+18,,2,0,1/26/11,16:44:15,,,,,,,99,3,2,9,6,0,2,1,0,37122,homecashflowsolution.com,,,
13276506,92432806,6.29196E+12,1.00939E+19,,2,0,1/6/11,3:35:56,,,,,,,99,3,6,4,2,1,2,1,0,71103,bigdeal.com,,,
13283098,92433904,6.41094E+12,1.04035E+19,consumer-work-journal.com,2,1,1/4/11,22:31:30,,,,,,,99,3,3,4,3,1,1,1,0,77578,home-online-jobs.org,,,
13283100,92433904,6.41094E+12,3.46908E+18,facebook.com,1,1,1/4/11,22:30:51,,,,,,,99,3,3,4,3,1,1,1,0,77578,consumer-work-journal.com,,,
13283099,92433904,6.41094E+12,7.40539E+18,consumer-work-journal.com,1,1,1/4/11,22:30:54,,,,,,,99,3,3,4,3,1,1,1,0,77578,trackingspot.info,,,
13282362,92433904,6.14263E+12,8.08727E+18,weeklyinform.com,1,1,1/7/11,21:19:02,,,,,,,99,3,3,4,3,1,1,1,0,77578,dermatalskincare.com,,,
13316550,92440799,6.49163E+12,1.62795E+19,,2,1,1/12/11,14:00:49,,,,,,,99,3,4,8,4,1,2,1,1,30331,southbeachjava.com,,,
13322663,92443444,6.45447E+12,8.08727E+18,,1,1,1/13/11,0:47:36,,,,,,,99,1,4,11,4,1,1,1,0,13613,dermatalskincare.com,,,
13329668,92529205,6.13388E+12,8.39872E+18,,1,1,1/31/11,1:52:56,,,,,,,99,3,1,9,7,0,1,1,1,20637,lynxtrack.com,,,
13329667,92529205,6.13388E+12,1.00939E+19,,2,0,1/31/11,1:53:00,,,,,,,99,3,1,9,7,0,1,1,1,20637,bigdeal.com,,,
13342164,92532231,6.19596E+12,1.04035E+19,nynewsandreports.com,3,1,1/21/11,0:47:11,,,,,,,99,4,3,2,4,1,1,1,0,95648,home-online-jobs.org,,,
13362168,92537876,6.29204E+12,8.08727E+18,,1,1,1/9/11,16:09:59,,,,,,,99,1,5,8,4,1,2,1,0,7103,dermatalskincare.com,,,
13362952,92538212,6.31305E+12,1.54915E+18,consumertipsonline.net,3,2,1/6/11,16:39:24,,,,,,,99,3,3,5,5,1,5,1,1,75189,getleanspa.com,,,
13363964,92538888,6.43764E+12,1.35423E+18,,1,0,1/11/11,9:20:54,,,,,,,99,1,2,3,1,0,1,1,1,6051,theinstantwealthbuilder.com,,,
13364501,92539026,6.46527E+12,1.35832E+19,,1,0,1/13/11,23:57:40,,,,,,,99,4,4,8,7,1,1,1,0,89134,bizzopheaven.com,,,
13377584,92541615,6.44045E+12,1.54915E+18,redirecting101.com,2,1,1/11/11,17:44:34,,,,,,,99,2,5,6,7,0,1,1,0,46517,getleanspa.com,,,
13378661,92541918,6.14463E+12,1.34292E+19,alot.com,2,0,1/31/11,20:53:29,,,,,,,99,3,5,6,6,1,1,1,0,32577,facdn.com,,,
13378660,92541918,6.14463E+12,6.21294E+18,,1,1,1/31/11,20:53:44,,,,,,,99,3,5,6,6,1,1,1,0,32577,homecashflowsolution.com,,,
13381585,92542045,6.50862E+12,1.00939E+19,google.com,3,0,1/12/11,8:23:46,,,,,,,99,2,5,7,6,1,1,1,0,43110,bigdeal.com,,,
13384489,92543631,6.43168E+12,1.04035E+19,,6,33,1/18/11,3:11:15,,,,,,,99,1,3,1,6,1,2,1,0,12203,home-online-jobs.org,,,
13394765,92546263,6.34687E+12,6.21294E+18,,2,0,1/25/11,12:33:35,,,,,,,99,2,4,9,3,1,1,1,0,49233,homecashflowsolution.com,,,
13397061,92547314,6.30025E+12,1.62795E+19,,10,4,1/9/11,14:13:56,,,,,,,99,3,2,11,6,0,1,1,0,77356,southbeachjava.com,,,
13403228,92548860,6.34885E+12,1.04035E+19,news11today.net,3,0,1/25/11,1:27:08,,,,,,,99,1,6,3,5,1,2,1,0,10469,home-online-jobs.org,,,
13408300,92549499,6.30197E+12,1.1249E+19,yahoo.com,2,1,1/9/11,8:35:10,,,,,,,99,3,4,3,1,1,2,1,0,39046,codeshout.com,,,
13408299,92549499,6.30197E+12,1.04035E+19,codeshout.com,2,0,1/9/11,8:35:13,,,,,,,99,3,4,3,1,1,2,1,0,39046,home-online-jobs.org,,,
13419768,92553080,6.06116E+12,1.00939E+19,bing.com,26,12,1/2/11,6:20:06,,,,,,,99,3,1,2,1,0,2,1,0,71730,bigdeal.com,,,
13420284,92553106,6.23436E+12,8.84369E+18,facebook.com,1,1,1/8/11,20:19:57,,,,,,,99,1,1,11,6,0,1,1,0,11801,weeklyinform.com,,,
13420283,92553106,6.23436E+12,8.08727E+18,,2,0,1/8/11,20:20:10,,,,,,,99,1,1,11,6,0,1,1,0,11801,dermatalskincare.com,,,
13420849,92553173,6.07513E+12,6.21294E+18,,2,0,1/28/11,3:07:37,,,,,,,99,3,5,3,7,1,1,1,0,71854,homecashflowsolution.com,,,
13439910,92560798,6.24007E+12,8.08727E+18,live9.org,1,1,1/8/11,19:54:46,,,,,,,99,3,1,11,1,0,1,1,0,27360,dermatalskincare.com,,,
13451979,92564685,6.2575E+12,1.38469E+19,dopehood.com,1,1,1/20/11,5:35:49,,,,,,,99,2,1,7,3,0,1,1,0,44123,news9today.org,,,
13451978,92564685,6.2575E+12,1.04035E+19,news9today.org,1,1,1/20/11,5:36:05,,,,,,,99,2,1,7,3,0,1,1,0,44123,home-online-jobs.org,,,
13467842,92570722,6.341E+12,1.25885E+19,,3,3,1/26/11,18:31:48,,,,,,,99,2,2,7,3,1,2,1,0,60628,safechekpoint.net,,,
13467843,92570722,6.341E+12,1.57392E+19,24reports.com,1,1,1/26/11,18:31:48,,,,,,,99,2,2,7,3,1,2,1,0,60628,securesslcenter.com,,,
13467841,92570722,6.341E+12,1.62795E+19,,10,3,1/26/11,18:31:52,,,,,,,99,2,2,7,3,1,2,1,0,60628,southbeachjava.com,,,
13468520,92571276,6.22641E+12,1.13854E+19,google.com,3,0,1/21/11,8:28:15,,,,,,,99,1,5,8,7,1,1,1,0,10562,wikkit.org,,,
